Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
1122,256.9908,3.85,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6H5F7OS,DTXSID50764549,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1124,257.0014,5.58,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6H5F7O3,DTXSID90301790,TRUE,TRUE,TRUE,FALSE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1152,259.0008,3.82,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6H7ClF6O2,DTXSID90906845,TRUE,TRUE,TRUE,TRUE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1170,260.9461,1.07,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(/F)=C(\F)F,C4HF7O3S,,TRUE,TRUE,TRUE,TRUE,4,,Retention time is earlier than high confidence annotation of same m/z within homologous series. This appears to be solvent front or early fragmentation.,,Yes
1171,260.9461,4.67,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-unsaturated,O=S([OH])(=O)C(F)(F)C(F)(F)C(/F)=C(\F)F,C4HF7O3S,,FALSE,TRUE,TRUE,TRUE,1,DTXSID001035200,"NO AMOS spectra for comparison. SO3, SO3F, and fluorinated fragment peaks observed. Expert confirmed PFAS, possibly unsaturated or cyclic. Assigning as unsatured. ",YES,Yes
1173,261.0125,4.49,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Phenol, 4-(heptafluoropropyl)-",OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,C9H5F7O,DTXSID00485237,TRUE,TRUE,FALSE,FALSE,1,,"No reference spectra in AMOS. Fragment at 79.9570 corresponds to SO3 and fragment at 80.9664 corresponds to SO3H. Fragment at 98.9538 corresponds to SO3F. Fragment at 130.9916 could correspond to C3F5. Fragments at 225.0353 and 189.0587 are consecutive losses of 35.977 which likely corresponds to HCl. Isotope pattern also suggests presence of Cl. Fragmentation and isotope suggest a chloroperfluoro sulfonic acid species. Doesn't appear to be in homologous series. Fragments do not match proposed structure. Some PFAS characteristics, but PFAS precursor mass list matches don't match fragments. APPEARS ONLY IN ODS SOURCE. ",YES,Yes
1195,262.9758,4.33,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFCA-perfluoroalkyl,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF9O2,,TRUE,TRUE,TRUE,TRUE,5,DTXSID6062599,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
1198,263.057,1.89,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C11H9F5N2,DTXSID40475819,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1316,270.9493,4.65,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C3HF9O2S,,FALSE,TRUE,TRUE,TRUE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1328,271.0977,4.44,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C11H16F4O3,DTXSID00387085,TRUE,TRUE,TRUE,TRUE,4,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1377,274.9758,4.71,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C6HF9O2,DTXSID50397558,TRUE,TRUE,TRUE,TRUE,4,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
1378,274.9796,3.15,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C6HF9O2,DTXSID50397558,TRUE,TRUE,TRUE,TRUE,5,,Adduct (m/z difference of 62.0004) of PFCA. ,,Yes
1381,274.9958,4.65,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4,4-Trifluoro-1-(thiophen-2-yl)-3-(trifluoromethyl)but-2-en-1-ol",OC(C=C(C(F)(F)F)C(F)(F)F)C1=CC=CS1,C9H6F6OS,DTXSID30905539,TRUE,TRUE,TRUE,TRUE,5,,No reference spectra. No obvious PFAS fragments except 230.9866 could be C5F9.,,Yes
1382,275.0406,3.96,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","5-(1,1,2,2,3,3,3-heptafluoropropyl)benzene-1,3-diamine",NC1=CC(=CC(N)=C1)C(F)(F)C(F)(F)C(F)(F)F,C9H7F7N2,DTXSID50596968,TRUE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1398,275.9568,4.82,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H5Cl2F4NO,DTXSID30420176,TRUE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1399,275.9927,4.8,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-perfluoroalkyl_sulfonamide_Et,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H6F7NO2S,,TRUE,TRUE,TRUE,TRUE,1,,No MS2 spectra linked in MZmine. Occurs at RT earlier than expected for homologous series. Feature 1400 likely real feature in homologous series and this in in-source fragment.,YES,Yes
1400,275.9933,7.76,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-perfluoroalkyl_sulfonamide_Et,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H6F7NO2S,,TRUE,TRUE,FALSE,FALSE,4,DTXSID001035517,No reference spectra in AMOS. Fragment at 168.9890 corresponds to C3F7. Fragment at 64.9698 corresponds to SO2H. Fragment at 82.9603 corresponds to SO2F. Fragment at 126.0030 corresponds to C2H5FNO2S.,YES,Yes
1405,276.9408,4.65,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-carbonyl,O=S(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=O,C4HF7O4S,DTXSID10752523,FALSE,TRUE,TRUE,TRUE,3,DTXSID801032381,"No MS/MS in MZmine. Feature is in homologous series with other species, assigning based on homologous series presence. ",YES,Yes
1410,276.9916,4.52,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-PFCA,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F9O2,DTXSID50826631,TRUE,TRUE,TRUE,TRUE,6,DTXSID401033501,No AMOS spectrra for comparison. Fragment at 192.9889 corresponds to C5F7 (loss of CO2 + 2HF).,YES,Yes
1443,278.9462,4.57,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C5HClF8O2,DTXSID90892916,TRUE,TRUE,TRUE,TRUE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1446,278.9707,4.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Difluoro(perfluoropropoxy)acetic acid,OC(=O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5HF9O3,DTXSID30844611,TRUE,TRUE,TRUE,TRUE,4,DTXSID60500450,Compared to AMOS spectra. User agreed match.,YES,Yes
1448,279.0518,1.11,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","5-(Heptafluoropropyl)-N,1-dimethyl-1H-1,2,4-triazol-3-amine",CNC1=NN(C)C(=N1)C(F)(F)C(F)(F)C(F)(F)F,C7H7F7N4,DTXSID90896151,FALSE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1474,279.9671,5.24,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H5F6NS2,DTXSID40786013,FALSE,TRUE,FALSE,FALSE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1475,279.974,4.63,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H5F6NS2,DTXSID40786013,TRUE,TRUE,FALSE,FALSE,11,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1489,280.9521,4.52,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)C(F)(F)F,C4H2F8O3S,,TRUE,TRUE,TRUE,TRUE,7,DTXSID401032327,No AMOS spectra for comparison. Fragment at 79.9574 corresponds to SO3. Fragment at 82.9610 corresponds to SO2F. Fragment at 98.9559 corresponds to SO3F. Fragment at 130.9928 corresponds to C3F5. Fragment at 146.9873 corresponds to C3F5O. Fragment at 180.9893 corresponds to C4F7. Fragment at 196.9844 corresponds to C4F7O. Fragment at 260.9476 corresponds to HF loss from M to give C4F7O3S.,YES,Yes
1490,280.9828,5.45,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C5H3F9O3,DTXSID40381087,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1492,280.9828,4.55,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1H,1H-Nonafluoro-3,6-dioxaheptan-1-ol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C5H3F9O3,DTXSID40381087,TRUE,TRUE,TRUE,TRUE,8,,No MS2 in Mzmine. Duplicate of feature 1490 due to isomeric content. ,,Yes
1497,281.1028,1.11,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4,4-Trifluoro-2-pentyl-3-(trifluoromethyl)butane-1,3-diol",CCCCCC(CO)C(O)(C(F)(F)F)C(F)(F)F,C10H16F6O2,DTXSID10956327,FALSE,FALSE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1531,283.0431,3.84,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","3,3,4,4,4-Pentafluoro-2-hydroxy-2-(2-methylphenyl)butanoic acid",CC1=CC=CC=C1C(O)(C(O)=O)C(F)(F)C(F)(F)F,C11H9F5O3,DTXSID10694671,FALSE,TRUE,TRUE,TRUE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
1555,284.002,4.16,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSM-N_EtFSAA,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)F,C6H8F5NO4S,,TRUE,TRUE,TRUE,TRUE,3,DTXSID201035525,No AMOS spectra for comparison. Fragment at 225.9965 corresponds to C4H5F5NO2S (loss of C2H2O2). Fragment at 182.9546 corresponds to C2F5O2S (loss of C4H7NO2). Fragment at 118.9924 corresponds to C2F5.,YES,Yes
1567,284.978,5.45,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,1,3,3,4,4,4-Octafluoro-2-(trifluoromethyl)-2-butanol",OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF11O,DTXSID70210871,TRUE,TRUE,TRUE,TRUE,4,,In-source fragment (loss of CO2) of fluoroethers shown by XIC,,Yes
1613,286.9759,5.54,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(/F)=C(\F)C(/F)=C(\F)F,C7HF9O2,,TRUE,TRUE,TRUE,TRUE,5,,"No chemicals in CompTox with this formula and no AMOS spectra for comparison. Fragment at 220.9825 corresponds to loss of CF2O to give C6F7O. Fragment at 154.9929 corresponds to additional loss of CF2O to give C5F5. Fragment at 92.9k947 corresponds to C3F3. Fragment at 59.0130 corresponds to acetate (C2H3O2), which is not in line with structure. Fragments suggest ether instead of carboxylic acid suggested by FM. Highly isomeric XIC. Could be in-source fragment, cyclic, or linear ether with DBs. ",YES,Yes
1618,287.0768,1.1,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H12F8N2,DTXSID40567687,TRUE,TRUE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
